id,citation,title,summary,court,date
420,SC-419,Supreme Court Judgment,"  Page 1 of 41       THE NATIONAL UNIVERSITY OF PAKISTAN ACT, 2023                           CONTENTS                CHAPTER -I    PRELIMINARY     l.  Short title and commencement.   2.  Definitions.   CHAPTER -II    THE UNIVERSITY   3.  Establishment of the University.   4.  Powers and functions of the University.   5.  University to be open to all classes and creeds.   6.  Fee and other c harges.   CHAPTER -III    OFFICERS OF THE UNIVERSITY   7.  Officers of the University.   8. Chancello r.  ",Supreme Court of Pakistan,Unknown
421,SC-420,Supreme Court Judgment,"  Page 1 of 6        THE PREVENTION OF CORRUPTION ACT, 1947                 CONTENTS      SECTIONS:     1. Short  title and extent .    2. Interpretation .    3. Offences under sections 161 to 165 of the Penal Code to be cognizable offences .     4. Presumption where public servant accepts gratifi cation othe r than legal remuneration .    5. Criminal misconduct .    5A.     5B. Declaration of assets .    5C. Possession of property disproportionate to known sources of income .    6.  Omitted .  ",Supreme Court of Pakistan,Unknown
422,SC-421,Supreme Court Judgment,"Page 1 of 52        THE  PATENTS  ORDINANCE,  2000                  CONTENTS   ___________     CHAPTER I   PRELIMINARY     1. Short  title, extent  and commencement.   2. Definitions.   CHAPTER  II   ADMINISTRATION     3. Appointment  of Controller  and other  officers.   4. Patent  Office.   5. Officers  and employees  incapable  of an interest  in a patent.   6. Officers  and employees  not to divulge  certain  information  or advise  in certain   matters.     CHAPTER III    PATENTABILITY     ",Supreme Court of Pakistan,Unknown
423,SC-422,Supreme Court Judgment,"  Page  1 of 4         THE  LETTERS  OF ADMINISTRATION  AND  SUCCESSION    CERTIFICATES  ACT,  2020                  CONTENTS         SEC TIONS.     1.         Short  title, extent  and commencement.   2.  Definitions.   3.   Issuance  of Letters  of Administration  or Succession  Certificates.   4.   Establishment  of Succession  Facilitation  Unit.   5.   Functions  of the Succession  Facilitation  Unit.   6.  Application  for Letters  of Administration  or Succession  Certificates.   7.  Form",Supreme Court of Pakistan,Unknown
424,SC-423,Supreme Court Judgment,"  Page 1 of 2      THE MALARIA ERADICATION BOARD (REPEAL) ACT, 1975           CONTENTS     1.   Short title and commencement   2.  Repeal, etc .     Page 2 of 2   THE MALARIA ERADICATION BOARD (REPEAL) ACT, 1975   1ACT No.  LXIV OF 1975    [24th July 1975]   An Act to repeal the Malaria Eradication Board Ordinance, 1961    WHEREAS it is expedient to repeal the Malaria Eradication Board Ordinance, 1961 (XVIII  of 1961), and to provide for matters incidental thereto  ;   It is hereby enacted as fo",Supreme Court of Pakistan,Unknown
425,SC-424,Supreme Court Judgment,"PART I]    THE GAZETTE OF PAKISTAN, EXTRA., JULY  4,  202 3 529              ISLAMABAD, TUESDAY , JULY  4, 2023     PART I     Acts, Ordinances, President’s Orders and Regulations     GOVERNMENT OF PAKISTAN   MINISTRY OF LAW AND JUSTICE     Islamabad , the 3rd July, 2023     No. F. 2(1)/2023-Pub.— The following Ordinance Promulgated on   3rd July, 202 3 by the Presid ent is hereby pub lished for general information: —    ORDINANCE NO . I OF 2023    AN    ORDINANCE     further t o amend the Natio",Supreme Court of Pakistan,Unknown
426,SC-425,Supreme Court Judgment,"THE NATIONAL INVESTMENT (UNIT) TRUST ORDINANCE, 1965 CONTENTS PREAMBLE. . 1 Short title, extent and commencement 2 Definitions 3 Units to be transferable movable property 4 Power of [Federal Government] to authorize issue of Bearer certificates 5 Units to be approved securities 6 Trust Deed to be binding on the holders of Units 7 Notice of trust not receivable 8 Act xviii of 1981 to apply 9 Power to make rules Page 1 of 4  THE NATIONAL INVESTMENT (UNIT) TRUST ORDINANCE, 1965. 1ORDINANCE No. VII ",Supreme Court of Pakistan,Unknown
427,SC-426,Supreme Court Judgment,"THE VOLUNTARY SOCIAL WELFARE AGENCIES (REGISTRATION ANDCONTROL) ORDINANCE, 1961 CONTENTS PREAMBLE. . 1 Short title, extent and commencement 2 Definitions 3 Prohibition against establishing or continuing an agency without registration 4 Application for registration, etc 5 Establishment and continuance agency 6 Appeal 7 Conditions to be complied with by registered agencies 8 Amendment of the constitution of registered agency 9 Suspension or dissolution of governing bodies of registered agencies 10",Supreme Court of Pakistan,Unknown
428,SC-427,Supreme Court Judgment,"THE LAC CESS ACT, 1930 CONTENTS PREAMBLE. 1 Short title, extent and commencement 2 Definitions 3 Imposition of lac cess 4 [Omitted.] 5 [Omitted.] 5 A [Omitted.] 6 [Omitted.] 7 [Omitted.] 8 Power of Federal Government to make rules 9 [Omitted.] 10 Publication or rules 11 [Repeal] 12 [Omitted.] Page 1 of 5  THE LAC CESS ACT, 1930 1ACT No. XXIV OF 1930                                                                                                             [25th July, 1930] 2[An Act to provide fo",Supreme Court of Pakistan,Unknown
429,SC-428,Supreme Court Judgment,"    GOVERNMENT OF PAKISTAN   REVENUE DIVISION   FEDERA L BOARD OF REVENUE   *****             THE CUSTOMS ACT, 1969   (IV OF 1969)                   As amended up to 30th June, 20 22            Published by:   Printing & Publi cation  Customs Budget   FBR, Islamabad.  THE CUSTOMS ACT, 1969   i    CONTENTS       CHAPTER I       PRELIMINARY    Section   Page  No.      1 Short title, extent and commencement.  1      2 Definitions.  1       CHAPTER II         APPOINTMENT OF OFFICERS OF     CUSTOMS A",Supreme Court of Pakistan,Unknown
430,SC-429,Supreme Court Judgment,"  Page 1 of 14       THE  PAKISTAN  RANGERS ORDINANCE, 1959           CONTENTS     1. Short title, extent and application   2. Definitions   3. Power to maintain  Pakistan Rangers   4. Appointment and powers of superior officers   5. Appointment of subordinate officers and men   6. Functions of the  Pakistan Rangers   7. Assistance to Police   8. General duties of the members of the Force   9. State of emergency   10. Powers and duties of members   11. Privileges of members   12. Resignation of ",Supreme Court of Pakistan,Unknown
431,SC-430,Supreme Court Judgment,"  Page 1 of 18             THE PAKISTAN SINGLE WINDOW ACT , 2021                  CONTENTS     __________     SECTIONS :    1. Short  title, extent  and commencement .  2. Definitions .  3. Establishment of the Pakistan single window .  4. The Governing Council .  5. Lead agency .  6. Operating  entity .  7. Grants,  funds,  budget  and accounts  of the Governing  Council .  8. Sources of funding .  9. Application  of the Pakistan  single  window  and its allied  systems .  10. Access to the Pak",Supreme Court of Pakistan,Unknown
432,SC-431,Supreme Court Judgment,"  Page 1 of 11        THE PAKISTAN MADRASAH EDUCATION  (ESTABLISHMENT  AND AFFILIATION OF MODEL DINI MADARIS) BOARD  ORDINANCE, 2001           CONTENTS   1. Short title, extent and commencement   2. Definitions   3. Establishment of the Board   4. Composition of the Board   5. Powers and functions of the Board   6. Visitation.   7. Meetings of the Board   8. Chairman   9. Secretary   10. Academic Council   11. Establishment and affiliation of dini madaris   12. Affiliation   13. Syllab ii  14. O",Supreme Court of Pakistan,Unknown
433,SC-432,Supreme Court Judgment,"THE HINDU GAINS OF LEARNING ACT, 1930 CONTENTS PREAMBLE. 1 Short title and extent 2 Definitions 3Gains of learning not to be held not to be separate property of acquirer merely for certain reasons 4 Savings Page 1 of 4  THE HINDU GAINS OF LEARNING ACT, 1930 1ACT No. XXX of 1930  [25th July, 1930]  An Act to remove doubt as to the rights of a member of a Hindu undivided family in property acquired by him by means of his learning WHEREAS it is expedient to remove doubt, and to provide an uniform r",Supreme Court of Pakistan,Unknown
434,SC-433,Supreme Court Judgment,"THE AGRICULTURAL PRODUCE (GRADING AND MARKETING) ACT, 1937 CONTENTS SECTIONS. 1. Short title and extent. 2. Explanations. 3. Prescription of grade designations. 4. Penalty for unauthorized or incorrect marking with grade designation mark. 5. Penalty for counterfeiting grade designation mark. 6. Extension of application of act. THE SCHEDULE. (See section 2). Page 1 of 7  THE AGRICULTURAL PRODUCE (GRADING AND MARKING) ACT, 1937. 1ACT NO. I OF 1937  [24th February, 1937] An Act to provide for the g",Supreme Court of Pakistan,Unknown
435,SC-434,Supreme Court Judgment,THIS LAW HAS BEEN REPEALED  ,Supreme Court of Pakistan,Unknown
436,SC-435,Supreme Court Judgment,"  Page 1 of 18         THE TRADE ORGANIZATION S ACT, 2013               CONTENTS   ___________     SECTIONS:     1. Short title, extent, application and commencement .    2. Definitions .    3. Licensing and registration of trade organisations .    4. Revocation of licences of existing trade organisations .    5. Privileges and obligations of trade organisations .    6. Renewal of licence .    7. Cancellation of licence and exemption .    8. Cancellation of reg istration .    9. Grant of licence",Supreme Court of Pakistan,Unknown
437,SC-436,Supreme Court Judgment,"T H E   C A T T L E ­ T R E S P A S S   A C T ,   1 8 7 1 C O N T E N T S S E C T I O N S : C H A P T E R   I P R E L I M I N A R Y 1 . T i t l e   a n d   e x t e n t . 2 . [ R e p e a l e d . ] 3 . I n t e r p r e t a t i o n ­ c l a u s e . C H A P T E R   I I P O U N D S   A N D   P O U N D ­ K E E P E R S 4 . E s t a b l i s h m e n t   o f   p o u n d s . 5 . C o n t r o l   o f   p o u n d s .   R a t e s   o f   c h a r g e   f o r   f e e d i n g   i m p o u n d e d   c a t t l e . 6 . ",Supreme Court of Pakistan,Unknown
438,SC-437,Supreme Court Judgment,"T H E   C A T T L E ­ T R E S P A S S   A C T ,   1 8 7 1 C O N T E N T S S E C T I O N S : C H A P T E R   I P R E L I M I N A R Y 1 . T i t l e   a n d   e x t e n t . 2 . [ R e p e a l e d . ] 3 . I n t e r p r e t a t i o n ­ c l a u s e . C H A P T E R   I I P O U N D S   A N D   P O U N D ­ K E E P E R S 4 . E s t a b l i s h m e n t   o f   p o u n d s . 5 . C o n t r o l   o f   p o u n d s .   R a t e s   o f   c h a r g e   f o r   f e e d i n g   i m p o u n d e d   c a t t l e . 6 . ",Supreme Court of Pakistan,Unknown
439,SC-438,Supreme Court Judgment,"    Page 1 of 4                 THE WEST PAKISTAN REGULATION AND CONTROL OF LOUD  SPEAKERS AND SOUND AMPLIFIERS ORDINANCE, 1965      (WEST PAKISTAN ORDINANCE NO. II OF 1965)                                                                               CONTENTS     SECTIONS     1. Short  title, extent  and commencement.   2. Restriction  on the use of loudspeakers,  etc.  3. Punishment.   4. Power  of seizure.   5. Offences  to be  cognizable.   6. Court.   7. Confiscation.   8. Repeal.          ",Supreme Court of Pakistan,Unknown
440,SC-439,Supreme Court Judgment,"  Page 1 of 7             THE WITNESS PROTECTION, SECURITY AND BENEFIT ACT,  2017             CONTENTS     1.  Short  title, extent  and commencement .  2.  Definitions .  3.  Application of the Act and over -riding effect .  4.  Witness  Protection Programme .  5.  Establishment of Witness Protection Advisory Board .  6.  Witness Protection Unit .  7.  Functions of the Unit .  8.  Memorandum of agreement with the person to be protected .  9.  Breach of the memorandum of agreement .  10.  Confid",Supreme Court of Pakistan,Unknown
441,SC-440,Supreme Court Judgment,"    Page 1 of 8         THE PAKISTAN COINAGE ACT,  1906              CONTENTS     SECTIONS:   PRELIMINARY       1. Short title and extent.   2. Definitions.   3. Power to establish and abolish Mints.   4. [Repealed.]   5. [Repealed.]   COINAGE     6. Denominations, dimensions, designs and composition of coins.   7. Standard we ight and remedy.   8­9. [Substituted by section 7.]   10 to 12. [Repealed.]   13. Coins when a legal tender.   14. [Substituted by section 13.]   15. [Repealed.]   15A.  P",Supreme Court of Pakistan,Unknown
442,SC-441,Supreme Court Judgment,"THE PARSI MARRIAGE AND DIVORCE ACT, 1936 CONTENTS PART I. PRELIMINARY 1 Short title, extent and commencement. 2 Definitions. PART II. MARRIAGES BETWEEN PARSIS 3 Requisites to validity of parsi marriages. 4 Remarriage when unlawful. 5 Punishment of bigamy. 6 Certificate and registry of marriage. 7 Appointment of Registrar. 8 Marriage registers to be open for public inspection. 9 Copy of certificate to be sent to Registrar­General of Births, Deaths and Marriages. 10 Registration of divorces. 11 Pe",Supreme Court of Pakistan,Unknown
443,SC-442,Supreme Court Judgment,"  Page 1 of 26         THE PAKISTAN GLOBAL INSTITUTE ACT, 2023                 CONTENTS              1. Short title and commencement .  2. Definitions .  3.  Establishment and incorpo ration of the Institute .   4.  Powers  and functions of the Institute .  5.  Jurisdiction .  6.  Institute open to all classes, creeds, etc .  7. Teaching at the Institution .  8. Principal officers .  9.  Patron .  10.  Visitation .  11.  Chancellor .  12.  Removal from the Senate .  13.  Vice -Chancellor .  14. ",Supreme Court of Pakistan,Unknown
444,SC-443,Supreme Court Judgment,"THE NA TIONAL INSURANCE CORPORA TION ACT , 1976 CONTENTS SECTIONS 1. Short title, extent and Commencement. 2 Definitions. 3. Establishment and incorporation of the corporation. 4. Capital. 5. Management. 6. Disqualification. 7. Declaration of fidelity and secrecy . 8. Delegation of powers. 9. Functions of the Corporation. 10. Public property to be insured with the corporation only . 1 1. Insurance of other properties permissible. 12. T aking over assets and liabilities of the Fund. 13. Re insura",Supreme Court of Pakistan,Unknown
445,SC-444,Supreme Court Judgment,"Page 1 of 19          THE NATIONAL ENERGY EFFICIENCY AND CONSERVATION  ACT, 2016               CONTENTS        ___________       1 Short title and commencement.   2 Definitions.   3 Establishment of the Board   4 Functions and powers of the Board.   5. Organization of the Board.   6.  Establishment of the Authority.   7.  Powers and functions of Authority.   8.  Indemnity.   9.  Fund of the Authority.   10.  Powers and functions of the Federal Government to facilitate and enforce effici ent use ",Supreme Court of Pakistan,Unknown
446,SC-445,Supreme Court Judgment,"THE NATIONAL COLLEGE OF ARTS ORDINANCE, 1985   ORDINANCE  XXVIII OF 1985   [31st March, 1985]   An Ordinance to confer on the National College of Arts, Lahore, the power to award  degrees.    WHEREAS  it is expedient to confer on the National College of Arts, Lahore,  the  power to award degrees and to provide for matters connected therewith or ancillary  thereto;    AND WHEREAS  the President is satisfied that circumstances exist which render it  necessary to take immediate action ;     NOW, TH",Supreme Court of Pakistan,Unknown
447,SC-446,Supreme Court Judgment,"  Page 1 of 8          NATIONAL INSTITUTE OF FOLK AND TRADITIONAL  HERITAGE (LOK VIRSA) ORDINANCE, 2002          CONTENTS   1.  Short title and commencement   2.  Definitions   3.  Establishment of the Institute   4.  Functions and Powers of the Institute   5.  Power of the Federal Government to issue directives   6.  Board of Governors   7.  Terms of Office of the Members of the Board   8.  Meetings   9.  Executive Committee   11.  Delegation of Powers   11.  Delegation of Powers   12.  Validit",Supreme Court of Pakistan,Unknown
448,SC-447,Supreme Court Judgment,"  Page 1 of 31       THE PORTS ACT, 1908         CONTENTS   1.  Title and extent   2.  Savings   3.  Definitions   4.  Power to extend or withdraw the Act or certain portions thereof   5.  Alteration of limits of ports   6.  Power to make port -rules   7.  Appointment of conservator   8.  Power of conservator to give and enforce directions for certain specified purposes   9.  Power to cut warps and ropes   10.  Removal of obstruction within limits of port   11.  Recovery of expenses of removal  ",Supreme Court of Pakistan,Unknown
449,SC-448,Supreme Court Judgment,"  Page 1 of 10       THE  DEPUTY CHAI RMAN A ND DEPUTY SPEAKER (SALARIE S,  ALLOWANCE AND  PRIVILE GES) ACT, 1975     CONTENTS     1. Short title and commencement   2. Definitions   3.  Salary  4.  Equipment Allowance  5. Allowance on taking up and layi ng down the office  6.  Sumptuary allo wance  7.  Transport  8.  Official residence  8A.  Residential Telephone, etc.  9.  Travelling allowance for journeys within Pakistan  10.  Daily allo wance during halt  11.  Halt on tour  12.  Travelling al",Supreme Court of Pakistan,Unknown
450,SC-449,Supreme Court Judgment,"  Page 1 of 50  Updated  till 04.08.2023            THE  CONTROL  OF NARCOTIC  SUBSTANCES ACT,   1997     CONTENTS     CHAPTER I    PRELIMINARY     1. Short  title and commencement.   2. Definitions.   3. Calculation  of percentages  in liquid preparations.       CHAPTER II    PROHIBITION AND PUNISHMENT     4. Prohibition  of cultivation  of narcotic  plants.   5. Punishment  for contravention  of section  4.  6. Prohibition  of possession  of narcotic  drugs,  etc.  7. Prohibition  of import  o",Supreme Court of Pakistan,Unknown
451,SC-450,Supreme Court Judgment,"  Page 1 of 6          THE  PAKISTAN SCIENCE  FOUNDATION  ACT, 1973     CONTENTS   1. Short title, extent  and commencement   2. Definition  3. Establishment of the Foundation  4. Functions of the Foundation  5. Board of Trustees  6. Chairman of the Foundation  7. Members of the Board  8. Meetings of the Board  9. Quorum at the meet ing of the Board  10. Executive Committee  11. Delegation of powers   12. Ad hoc Committees  13. Funds  14. Budget  15. Accounts and Audit  16. Appointments of offic",Supreme Court of Pakistan,Unknown
452,SC-451,Supreme Court Judgment,"  Page 1 of 14           THE WEIGHTS AND MEASURES (INTERNATIONAL SYSTEM)  ACT, 1967                  CONTENTS     1.  Short title, extent and commencement.   2.  Definitions.   3.  Certain units of measure.   4.  Scale of temperature.   5.  Certain primary units of measure.   6.  National prototype of certain primary units.   7.  Secondary units of measure.   8.  Standard of measure.   9.  Conversion of existing weights and measures into standard of measure.   10.  Reference standards.   11.  Se",Supreme Court of Pakistan,Unknown
453,SC-452,Supreme Court Judgment,"  Page 1 of 6            THE DEFAMATION  ORDINANCE, 2002             CONTENTS     CONTENTS   ___________ __  Sections:   1. Short title and commencement .  2. Definition .  3. Defamation .  4. Defamation actionable .  5. Defences .  6. Absolute Privilege .  7. Qualified privilege .  8. Notice of a ction .  9. Remedies .  10. Code of Civil Procedure  and Qanun -e-Shahadat Order to apply .  11. Ordinance not to prejudice action for criminal defamation .  12. Limitation of a ction .  13. Trial of c",Supreme Court of Pakistan,Unknown
454,SC-453,Supreme Court Judgment,"  Page 1 of 5       THE PAKISTAN ESSENTIAL SERVICES (MAINTENANCE) ACT,  1952         CONTENTS   1.  Short title extent and commencement   2.  Interpretation   3.  Employment to which th is Act applies   4.  Powers to order persons engaged in certain employments to remain in specified areas   5.  Offences   6.  Regulation of wages and conditions of service   7.  Penalties and procedure   8.  Bar on l egal proceedings   9.  Saving of effect of laws imposing liability to national service   10.  [Re",Supreme Court of Pakistan,Unknown
455,SC-454,Supreme Court Judgment,"THE ASSOCIATED PRESS OF PAKISTAN (TAKING OVER) ORDINANCE, 1961 CONTENTS 1 Short title and commencement. 2 Definition. 3 Power to take over Associated Press. 4 Management etc, of the Associated Press after the taking over. 5 Future Management of the undertaking. 6 Recovery of dues. 7 Officers and employees of the Associated Press. 8 Compensation. 9 Power to make rules. 10 Immunity. Page 1 of 5  THE ASSOCIATED PRESS OF PAKISTAN (TAKING OVER) ORDINANCE, 1961 ORDINANCE NO. XX OF 1961 [15th June, 196",Supreme Court of Pakistan,Unknown
456,SC-455,Supreme Court Judgment,"T H E   G O V E R N M E N T   B U I L D I N G S   A C T , 1 8 9 9 C O N T E N T S S E C T I O N S : 1 . S h o r t   t i t l e   a n d   e x t e n t 2 . "" M u n i c i p a l   a u t h o r i t y ""   d e f i n e d . 3 . E x e m p t i o n   o f   c e r t a i n   G o v e r n m e n t   b u i l d i n g s   f r o m   m u n i c i p a l   l a w s   t o   r e g u l a t e   t h e e r e c t i o n ,   e t c .   o f   b u i l d i n g s   w i t h i n   m u n i c i p a l i t i e s 4 . O b j e c t i o n s   o r   ",Supreme Court of Pakistan,Unknown
457,SC-456,Supreme Court Judgment,"  Page 1 of 5      THE AREA STUDY CENTRES ACT, 1975               CONTENTS   ___________     PREAMBLE     SECTIONS:   1. Short title, extent and commencement.   2.  Definition s.  3.  Establishment of Centre.   4.  Functions of centre .  5.  Board of Governors.   6.  Director.   7.  Academic Committee .  8.  Fund.   9.  Audit and accounts, etc.   9A. Power to transfer centre s.  10.  Power to make rules.   11.  Power to make regulations.     Updated till 03.01.2023  Page 2 of 5   1THE  AREA  STU",Supreme Court of Pakistan,Unknown
458,SC-457,Supreme Court Judgment,"  Page 1 of 5            THE  PAKISTAN TO URIST GUIDES  ACT, 1976                        CONTENTS   1.  Short title, extent and comme ncement  2.  Definitions  3.  Committee  4.  Licensing of tourist guides  5.  Code of conduct  6.  Suspension or cancellation of licence  7.  Prohibition to act as a tourist guide  8.  Service charges of tourist guides  9.  Penalty and procedure  10.  Power to exempt  11.   Delegation of powers  12.  Power to make rules           Page 2 of 5   THE  PAKISTAN TO URI",Supreme Court of Pakistan,Unknown
459,SC-458,Supreme Court Judgment,"THE PAKISTAN ORDINANCE FACTORIES BOARD ORDINANCE, 1961 CONTENTS 1. Short title and commencement. 2 Definitions. 3. Constitution of the Board. 4. Terms of office of the members. 5. Meetings. 6. Functions of the Board. 7. Investment of the Board with certain powers. 8. Submission of estimates of receipt and expenditures to the Federal Government. 9. Accounts and audit. 10. Submission of annual report, returns, etc. 11. Delegation of powers. 12. Mode of signifying communications from the Board. 13.",Supreme Court of Pakistan,Unknown
460,SC-459,Supreme Court Judgment,"  Page 1 of 14          THE BOILERS AND PRESSURE VESSELS ORDINANCE, 2002                      CONTENTS   1.  Short title, extent and commencement   2.  Definitions   3.  Limitation of application of this Ordinance    4.  Power to limit extent   5.  Appointment of Chief Inspector, Deputy Chief Inspector and Inspector   6.  Prohibition of use or unregistered or uncertified boilers   7.  Registration   8.  Renewal of Registration Certificate    9.  Provisional orders   10.  Use of boiler pending gr",Supreme Court of Pakistan,Unknown
461,SC-460,Supreme Court Judgment,"  Page 1 of 5      THE  ENE MY PROPERTY  (CONTINUAN CE OF EMERGENCY   PROVI SION S) ORDINANCE,  1977           CONTENTS   1.  Short  title, extent  and commencement   2.  Continuance  of certian  emergency  provisions   3. Effect  of rules,  etc., inconsistent  with other  enactments   4.  Delegat ions  5.  Savings  as to orders,  etc.   6.  Protect ion of action  taken  under  rules   THE SCHEDULE        Page 2 of 5   THE  ENE MY PROPERTY  (CONTINUAN CE OF EMERGENCY   PROVI SION S) ORDINANCE,  ",Supreme Court of Pakistan,Unknown
462,SC-461,Supreme Court Judgment,THIS LAW HAS BEEN REPEALED  ,Supreme Court of Pakistan,Unknown
463,SC-462,Supreme Court Judgment,"  Page 1 of 4            THE LOA NS FOR AGRICULTURAL, COMMERCIAL AND  INDUSTRIAL PURPOSES ACT, 1973                   CONTENTS          _________     SECTIONS:     1.  Short title, extent and commencement .    2.  Act to override other laws.    3.  Definitions .    4.  Presentation of pass book .    5.  Power to make rules .    6.  Repeal .     Updated till 3.8.2022  Page 2 of 4   THE  LOANS  FOR  AGRICULTURAL  1[, COMMERCIAL AND INDUSTRIAL ] PURPOSES   ACT,  1973.   2Act No. XLII  of 1973   [27",Supreme Court of Pakistan,Unknown
464,SC-463,Supreme Court Judgment,"THE COTTON GINNING AND PRESSING FACTORIES ACT, 1925 CONTENTS 1 Short title, extent and commencement. 2 Definitions. 3 Maintenance of registers. 4 Marking of bales. 5 Returns. 5 A Returns from cotton ginning factories. 6 Sales and weights. 7 Liability of lessee as owner. 8 Liability on transfer of ownership. 9 Structural requirements for factories. 10 Liability of officers of a company. 11 Cognizance of offences. 12 Power of the Federal Government to make rules. 13 Power of the Provincial Governm",Supreme Court of Pakistan,Unknown
465,SC-464,Supreme Court Judgment,"THE IQBAL ACADEMY ORDINANCE, 1962 CONTENTS CHAPTER I. PRELIMINARY 1 Short title, extent and commencement. 2 Definitions. CHAPTER II. THE ACADEMY 3 The Academy. 4 Composition of the Academy. 5 Aims and objects of the Academy. 6 Affiliation. 7 Headquarters. 8 The patron­in­chief. 9 Patrons. 10 The President. 11 The Vice­President. 12 Treasurer. 13 Honorary Members. 14 Life Members. 15 Members. 16 Privileges of Membership. 17 Governing body. 18 Powers of the Governing Body. 19 Executive Committee. ",Supreme Court of Pakistan,Unknown
466,SC-465,Supreme Court Judgment,"THE POST OFFICE NATIONAL SAVINGS CERTIFICATES ORDINANCE, 1944 CONTENTS 1 Short title, application and commencement. 2 Interpretation. 3 Restriction of transfer. 4 Payment on death of holder of savings certificate. 5 Holdings by or on behalf of minors. 6 Rules. Page 1 of 6  THE POST OFFICE NATIONAL SAVINGS CERTIFAICATES ORDINANCE, 1944 1ORDINANCE No. XLII OF 1944 [9th September, 1944]  An Ordinance to make certain provision in respect of Post Office Twelve‑Year National Savings Certificates and o",Supreme Court of Pakistan,Unknown
467,SC-466,Supreme Court Judgment,"   Page 1 of 11           PROTECTION OF BREAST -FEEDING AND CHILD NUTRITION  ORDINANCE,  2002                      CONTENTS   CHAPTER I     INTRODUCTORY     1.  Short title, extent and commencement   2.  Definitions   CHAPTER II     ADMINISTRATION   3.  National Infant Feeding Board and Provincial Infant Feeding Committees.   4.  Powers and functions of the Board and Provincial Committees   5.  Meeting of the Board and. Provincial Committees   6.  Implementation and monitoring   CHAPTER III     ",Supreme Court of Pakistan,Unknown
468,SC-467,Supreme Court Judgment,"THE TRANSFER OF PROPERTY ACT, 1882 CONTENTS S E C T I O N S : CHAPTER I PRELIMINARY 1 . S h o r t   t i t l e .   C o m m e n c e m e n t .   E x t e n t . 2 . R e p e a l   o f   A c t s .   S a v i n g   o f   c e r t a i n   e n a c t m e n t s ,   i n c i d e n t s ,   r i g h t s ,   l i a b i l i t i e s ,   e t c . 3 . I n t e r p r e t a t i o n   c l a u s e . 4 . E n a c t m e n t s   r e l a t i n g   t o   c o n t r a c t s   t o   b e   t a k e n   a s   p a r t   o f   C o n t r a ",Supreme Court of Pakistan,Unknown
469,SC-468,Supreme Court Judgment,"  Page 1 of 2            THE REVOCATION  OF PRIVILE GES ACT,  1992             CONTENTS     1. Short title and commencement  2. Annulment of certain Bills       Page 2 of 2   THE REVOCATION  OF PRIVILE GES ACT,  1992     ACT  No. VIII of 1992     An Act to revoke and annual certain  Bills passed by the National  Assembly    WHEREAS it is expedient to revoke  and annual the Bills passed by the National  Assembly on the 3rd day of May, 1992;     AND WHERE AS the National Assembly unanimously by a ",Supreme Court of Pakistan,Unknown
470,SC-469,Supreme Court Judgment,"  Page 1 of 20       THE PREVENTION OF SMUGGLING ACT, 1977       CONTENTS   CHAPTER I     PRELIMINARY   1.  Short title, extent and commencement   2.  Definitions   CHAPTER II     PREVENTIVE DETENTION   3.  Preventive detention   4.  Powers to deal with an absconding person   5.  Review Boards   6.  Power to revoke or modify detention order   7.  Delegation   CHAPTER III     SECURITY AND OTEHR PROCEEDINGS   8.  Power to require person suspected of smuggling to appear   9.  Power of Special Judge",Supreme Court of Pakistan,Unknown
471,SC-470,Supreme Court Judgment,"    Page 1 of 2    THE EQUITY PARTICIPATION FUND (REPEAL) ACT, 2016         CONTENTS       1. Short title and commencement.   2. Repeal .                                  Page 2 of 2  THE EQUITY PARTICIPATION FUND (REPEAL) ACT, 2016   ACT NO. XXI OF 2016   [9th May 2016]     An Act to repeal the Equity Participation Fund Ordinance, 1970       WHEREAS  it is expedient to repeal the Equity Participation Fund Ordinance, 1970 (I of  1970 ) for the purpose hereinafter appearing;     It is hereby enac",Supreme Court of Pakistan,Unknown
472,SC-471,Supreme Court Judgment,"    Page 1 of 15           THE IC T RIGHTS OF PERSONS WITH DISABILITY ACT, 2020                     CONTENTS       1.  Short title, extent and commencement.   2.   Definitions.   3.    Equality and non -discrimination of persons with  disability .  4.    Equality before law .  5.    Right to privacy .  6. Women, children, elderly people and transgender with disabilities .  7.    Ease of access and mobility .  8.    Protection from abusive, violent and intolerant discriminatory behavior .  9.    ",Supreme Court of Pakistan,Unknown
473,SC-472,Supreme Court Judgment,"THE GENERAL STATISTICS (RECORGANIZATION) ACT, 2011 CONTENTS 1 . S h o r t   t i t l e ,   e x t e n t   a n d   c o m m e n c e m e n t . 2 . D e f i n i t i o n s . 3 . E s t a b l i s h m e n t   o f   t h e   P a k i s t a n   B u r e a u   o f   S t a t i s t i c s . 4 . P o w e r s   a n d   f u n c t i o n s   o f   t h e   B u r e a u . 5 . O v e r   a l l   s u p e r i n t e n d e n c e   e t c . ,   o f   t h e   B u r e a u   t o   v e s t   i n   t h e   G o v e r n i n g   C o u n c ",Supreme Court of Pakistan,Unknown
