index,file_name,chars,corruption_score,spaced_letter_runs,soft_hyphens,unicode_escapes,non_ascii,multi_spaces,short_word_ratio,act_markers,preview
279,administrator407b4d9c6181f1596944fef629ae34f7.pdf.txt,65144,0.1101,0,0,0,71,1,0.248,CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 29 THE INSTITUTE FOR ART AND CULTURE ACT , 2018 CONTENTS ___________ CHAPTER I PRELIMINARY 1. Short title, extent and commencement. 2. Definitio ns. CHAPTER II THE INSTITUTE 3. Establi shment and incorporation …"
280,administrator409d308eed57a4497b2d8df073f1ec80.pdf.txt,53133,0.0938,0,0,0,55,0,0.2125,CIVIL PROCEDURE;CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 23 SPECIAL TECHNOLOGY ZONES AUTHORITY ACT, 2021 CONTENTS 1. Short title, extent and commencement. 2. Definitions. 3. Establishment of the Authority. 4. Powers of the Authority. 5. Functions of the Authority. 6.…"
281,administrator40bab1233561ce5b3277a34706e874d4.pdf.txt,5373,0.1126,0,0,0,11,1,0.2608,CONSTITUTION;ACT;ORDER,"Page 1 of 3 THE RULERS OF ACCEDING STATES (ABOLITION OF PRIVY PURSES AND PRIVILEGES) ORDER, 1972 CONTENTS ______ SECTIONS 1. Short title and commencement. 2. Order to override other laws. 3. Interpretation. 4. Abolition …"
282,administrator413b54beecc75f8df45c9a57fcea6d16.pdf.txt,73605,0.1173,0,6,0,177,9,0.2374,PENAL CODE;CRIMINAL PROCEDURE;ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 27 THE NATIONAL DATA BASE AND REGISTRATION AUT HORITY ORDINANC E, 2000 CONTENTS _______ ____ CHA PTER I GENERAL SECT IONS: 1. Short title, extent, and commencement. 2. Definitions. CHA PTER II ESTABLISHME NT OF…"
283,administrator4168a135df500f0242aba7655ab6dff0.pdf.txt,1322,0.1344,0,0,0,180,0,0.2926,ACT;ORDER,"THE REMOV AL OF A CCUSED PERSONS ACT , 1973 CONTENTS SECTIONS: 1. Short title, extent and commencement. 2. Removal of prisoners, etc. 3. Repeal. Page 1 of 3 THE REMOV AL OF ACCUSED PERSONS ACT , 1973. lA CT N O. LXIII OF…"
284,administrator416e6c94f52927a90e423f1ae3899e8c.pdf.txt,3604,0.1306,0,16,0,34,2,0.2716,ORDINANCE;ACT,"Page 1 of 3 THE LITERACY ORDINANCE, 1985 CONTENTS 1. Short title, extent, application and commencement 2. Definitions 3. Issue of passports, e tc., to and employment of, literate persons only 4. Savings Page 2 of 3 THE L…"
285,administrator41dfd979f8bb1b89882ff6f34a5c5b3a.pdf.txt,29505,0.712,317,16,0,2803,0,0.9225,ACT,"THE TOLLS (ARMY AND AIR FORCE) ACT, 1901 CONTENTS S E C T I O N S : 1 . S h o r t t i t l e , e x t e n t a n d c o m m e n c e m e n t . 2 . D e f i n i t i o n s . 3 . E x e m p t i o n s f r o m t o l l s . 4 . T o l …"
286,administrator424bc08c8c49db458367eece0538577e.pdf.txt,3816,0.1161,0,0,0,551,0,0.2066,CONSTITUTION;ORDINANCE;ACT,"THE PAKISTAN GIRL GUIDES ASSOCIATION ORDINANCE, 1960 CONTENTS 1. Short title, extent and commencement 2.. Incorporation of Association 3. Constitution, power and functions of Association 4. Exclusive right to titles unif…"
287,administrator43841507be454e13e49d1fe0ebf5c3b9.pdf.txt,122451,0.138,0,38,0,316,2,0.2175,CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 46 THE REGULATION OF GENERATION, TRANSMISSION AND DISTRIBUTION OF ELECTRIC POWER ACT, 1997 CONTENTS ________________________ CHAPTER I GENERAL SECTIONS: 1. Short title, extent and commencement. 2. Definitions. …"
288,administrator43948dd87dbd8f689bcb2d1583247464.pdf.txt,31439,0.2327,0,38,0,5179,0,0.243,ORDINANCE;ACT;ORDER,"THE KARACHI RENT RESTRICTION ACT, 1953 CONTENTS 1. Short title, extent and commencement. 2. Definitions. 3. Appointment of Rent Controller and Additional Rent Controller. 4. Rent Controller to fix fair rent. 5. Re­determ…"
289,administrator442aefd1739c1b07adb01e9b03e2e99f.pdf.txt,3252,0.1235,0,0,0,4,3,0.286,ORDINANCE;ACT;ORDER,"Page 1 of 2 THE CORPORATION EMPLOYEES (SPECIAL POWERS) ORDINANCE, 1978 ORDINANCE XIII OF 1978 CONTENTS 1. Short title and commencement 2. Definitions 3. Certain person s to be liable to removal or re version 4. Represent…"
290,administrator44a2137e0a17b5d66c6d366acfd17291.pdf.txt,6170,0.1253,0,0,0,25,0,0.2894,CONSTITUTION;ACT;ORDER,"Page 1 of 4 THE MEMBERS OF MAJLIS -E-SHOORA (PARLIAMENT) IMMUNITIES AND PRIVILEGES ACT, 2023 CONTENTS 1. Short title, extent and commencement 2. Definitions 3. Arrest under preventive detention laws 4. Registration of ca…"
291,administrator456e98499a1ff5b77c5265534b8c3856.pdf.txt,21602,0.1002,0,0,0,32,0,0.2302,PENAL CODE;CIVIL PROCEDURE;CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"NATIONAL COMMISSION ON THE STATUS OF WOMEN ACT , 2012 ACT NO. VIII OF 2012 CONTENTS CHAPTER -I PRELIMINARY Sections 1. Short title, extent and commencement. 2. Definition. CHAPTER -II ESTABLISHMENT OF THE COMMISSION 3. E…"
292,administrator461144c04baba00c8b210610438f34b0.pdf.txt,57105,0.2846,0,118,0,9713,0,0.2242,CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"THE PAKISTAN INSURANCE CORPORATION ACT, 1952 CONTENTS 1. Short title extent and commencement. 2. Definitions. 3. Establishment and incorporation of the Corporation. 4. Share capital and share holders. 4 A.Registers of sh…"
293,administrator4668b00126592bca85ab7db063206279.pdf.txt,4842,0.1031,0,0,0,7,1,0.2392,CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 3 THE ARMED FORCES CIVIL GENERAL TRANSPORT COMPANIES AND REQUISITION OF CIVIL TRANSPORT ORDINANCE, 2002 CONTENTS 1. Short title, extent and commencement 2. Definitions 3. Raising of general transport companies …"
294,administrator46c9a3c62acc16428e73999e7d30ba2a.pdf.txt,43578,0.1312,0,0,0,147,6,0.2854,CRIMINAL PROCEDURE;CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 14 THE OFFICIAL SECRETS ACT, 1923 CONTENTS 1. Short title, extent and application 2. Definitions 3. Offence 3A. Restriction against photographs, sketches, etc., of prohibited and notified areas 4. Communication…"
295,administrator46fe17bddef7c9215969d19100030678.pdf.txt,2799,0.1079,0,0,0,5,1,0.2505,CONSTITUTION;ORDINANCE;ACT,"Page 1 of 2 THE LEGAL TENDER (INSCRIBED NOTES) ORDINANCE, 1977 CONTENTS 1. Short title, extent and commencement 2. Definition 3. Certain bank not es to cease to be legal tender Page 2 of 2 THE LEGAL TENDER (INSCRIBED NOT…"
296,administrator4794df1a10fe4daa43ac6d4b257a3a26.pdf.txt,5985,0.1001,0,0,0,12,0,0.2321,ORDINANCE;ACT;ORDER,"Page 1 of 4 THE FLYING CLUBS (APPOINTMENT OF ADMINIS TRATORS) ORDINANCE, 1978 CONTENTS 1. Short title, extent and commencement 2. Definitions 3. Ordinance to override other laws, etc . 4. Appointment of Administrator 5. …"
297,administrator47c7a5354061a54634a6246d2046ddcf.pdf.txt,96715,0.1155,0,0,0,185,19,0.2369,PENAL CODE;CRIMINAL PROCEDURE;ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 44 ANTI -MONEY LAUNDERING ACT, 2010 CONTENTS SECTIONS: 1. Short title, extent and commencement. 2. Definitions. 3. Offence of money laundering. 4. Punishment for money laundering. 5. National Executive Committe…"
298,administrator47c9f207b96177e21ada8ef85bed1e8f.pdf.txt,18890,0.1083,0,0,0,52,41,0.2227,CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 9 THE NATIONAL COMMISSION FOR HUMAN DEVELOPMENT ORDINANCE, 2002. CONTENTS 1. Short title, exten t and commencement 2. Definitions 3. Establishment of the Commission 4. Chairman of the Commission 5. Members of t…"
299,administrator47ec7e7d3843370d9621a07ae60ed9a4.pdf.txt,23071,0.105,0,0,0,33,26,0.226,CIVIL PROCEDURE;CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 10 THE REGISTERED LAYOUT -DESIGNS OF INTEGRATED CIRCUITS ORDINANCE, 2000 CONTENTS 1. Short title, extent and commencement 2. Definitions 3. Originality 4. Right to protections 5. Effect of protection 6. Commenc…"
300,administrator4813a5fb8905b60eda98ebb361bd9e4e.pdf.txt,13479,0.116,0,0,0,31,2,0.2659,CIVIL PROCEDURE;ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 5 THE CHARITABLE AND RELIGIOUS TRUSTS ACT, 1920 CONTENTS 1 Short title and extent . 2 Interpretation . 3 Power to apply to the Court in respect of trusts of a charitable or religious nature . 4 Contents and ver…"
301,administrator481f773a82dc533e60d3ddee1767ff85.pdf.txt,22094,0.1021,0,0,0,57,0,0.2316,CONSTITUTION;ACT;ORDER;REGULATION,"Page 1 of 10 INTER -BOARDS CO ORDINATION COMMISSION ACT, 2023 CONTENTS 1. Short title, commencement and application 2. Definitions 3. Constitution of IBCC and its functions 4. IBCC forum 5. Appointment, functions and pow…"
302,administrator484616c50fb23172262b08aa2c109772.pdf.txt,5729,0.1222,0,0,0,34,8,0.2766,CONSTITUTION;ORDINANCE;ACT;ORDER,"Page 1 of 4 THE QUAID -I-AZAM’S MAZAR (PROTECTION AND MAINTENANCE) ORDINANCE, 1971 CONTENTS 1. Short title and comme ncement 2. Definitions 3. Declaration of Mazar as historical monument 4. Mazar to vest in Federal Gover…"
303,administrator4880edc533c8de814fe0836975754d7f.pdf.txt,855,0.0628,0,0,0,1,2,0.1452,ACT,"Page 1 of 2 THE HOUSE BUILDING FINANCE CORPORATION (REPEAL) ACT, 2018 CONTENTS 1. Short title, and commencement. 2. Repeal. Page 2 of 2 THE HOUSE BUILDING FINANCE CORPORATION (REPEAL) ACT, 2018 ACT NO. XXV OF 2018 [18th …"
304,administrator4885b870ed8d993fd7c01e46294a9251.pdf.txt,34819,0.1189,0,0,0,29,0,0.2741,CRIMINAL PROCEDURE;CONSTITUTION;ORDINANCE;ACT;ORDER,"Page 1 of 21 THE AGRICULTUR AL PESTICIDES ORD INANCE, 1971. CONTENTS CHAPTER I INTRODUCTORY 1. Short title, extent and commencement 2. Application of other laws not barred 3. Definitions CHAPTER II IMPORT, MANUFACTURE, F…"
305,administrator488fb009d7a398b32e77e2746b5f2ea2.pdf.txt,28,0.0,0,0,0,0,0,0.0,,THIS LAW HAS BEEN REPEALED
306,administrator489c40fa445ba2b3c8bce4092c211e31.pdf.txt,30135,0.745,308,60,0,2613,0,0.9579,,"T H E L A N D I M P R O V E M E N T L O A N S A C T , 1 8 8 3 C O N T E N T S S E C T I O N S : 1 . S h o r t t i t l e . L o c a l e x t e n t , C o m m e n c e m e n t . 2 . A c t s X X V I o f 1 8 7 1 a n d X X I o f …"
307,administrator48b083e7f2c44e28f6eb0a73477e8297.pdf.txt,13212,0.6682,144,8,0,1243,0,0.9133,,"T H E M A J O R I T Y A C T , 1 8 7 5 C O N T E N T S S E C T I O N S : 1 . S h o r t t i t l e . L o c a l e x t e n t . C o m m e n c e m e n t a n d o p e r a t i o n . 2 . S a v i n g s . 3 . A g e o f m a j o r i t …"
308,administrator48b15bbf10a56b9cafa2aecc7da033da.pdf.txt,8786,0.1064,0,0,0,13,2,0.2456,CONSTITUTION;ORDINANCE;ACT,"Page 1 of 4 THE PREVENTION OF GAMBLING ACT, 1977 CONTENTS 1. Short title, extent and commencement 2. Definitions 3. Penalty for owning or keeping or having charge of a common gaming -house 4. Penalty for being found in c…"
309,administrator48d7660bb63577a9e220f8d7f2f1e9ae.pdf.txt,4473,0.0943,0,0,0,14,4,0.2161,ACT;ORDER,"Page 1 of 3 THE NATIONAL SECURITY COUNCIL ACT, 2004 CONTENTS 1. Short title, extent and commencement 2. Definitions 3. Establishment of National Security Council. 4. Composition 5. Functions of the Council 6. Meetings 7.…"
310,administrator493e646a4463389bc4bb3f9f0e34d939.pdf.txt,55993,0.3533,0,310,0,9119,0,0.2411,CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"THE HOUSE BUILDING FINANCE CORPORATION ACT, 1952 CONTENTS 1. Short title, extent and commencement 2. Interpretation 3. Establishment and incorporation of the Corporation 4. Share capital and shareholders 5. [Omitted.] 6.…"
311,administrator4967ed8b014d6cfa3161155697d89949.pdf.txt,45869,0.1119,0,2,0,115,1,0.2436,CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 19 THE CREDIT BUREAUS ACT, 2015 CONTENTS PART I PRELIMENARY SECTIONS: 1. Short title, extent and commencement. 2. Definitions. 3. Application of other laws not barred. PART II ESTABLISHMENT OF THE CREDIT BUREAU…"
312,administrator49c0b0e614783d4f394920b6baf22f6f.pdf.txt,38113,0.1047,0,0,0,131,8,0.2245,PENAL CODE;CRIMINAL PROCEDURE;CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"Page 17 of 18 THE ISLAMABAD CAPITAL TERRITOPRY FOOD SAFETY, 2021 CONTENTS ___________ CHAPTER -I PRELIMINARY 1. Short title, extent and commencement. 2. Definitions CHAPTER -II ESTABLISHMENT OF FOOD AUTHORITY 3. Establis…"
313,administrator49fda726a9bac937afa47f99cbae6395.pdf.txt,2832,0.1288,0,2,0,575,0,0.2298,ORDINANCE;ACT;ORDER,"THE PAKISTAN NAVY (EXTENSION OF SERVICE) ACT, 1950 CONTENTS 1 Short title, and commencement. 2 Extension of service where term of service has expired. Page 1 of 4 THE PAKISTAN NAVY (EXTENSION OF SERVICE) ACT, 1950 1ACT N…"
314,administrator4a1549c164c64f2d84833c569b39f51a.pdf.txt,5034,0.0747,0,0,0,18,1,0.1717,ACT;ORDER;REGULATION,"Page 1 of 3 THE PAKISTAN INSTITUTE OF MEDICAL SCIENCES (PIMS) ACT, 2023 CONTENTS ___________ SECTIONS: 1. Short title and commencement. 2. Definitions. 3. Super specialty. 4. Removal of difficulties. 5. Overriding effect…"
315,administrator4a4771b4b9e362dc9dbe2f1e7c16554f.pdf.txt,24237,0.1066,0,0,0,54,11,0.236,PENAL CODE;CONSTITUTION;ORDINANCE;ACT,"Page 1 of 12 THE EXCISE DUTY ON MINERALS (LABOUR WELFARE) ACT, 1967 CONTENTS 1. Short title, extent and commencement 2. Definitions 3. Imposition and collection of duty 4. Mines Labour Housing and General Welfare Fund 5.…"
316,administrator4a5ea9ef792b2bd128bd76c92866bce3.pdf.txt,28,0.0,0,0,0,0,0,0.0,,THIS LAW HAS BEEN REPEALED
317,administrator4a6efe2b68e892d437aea98367cf6687.pdf.txt,341995,0.3721,0,442,0,58259,0,0.285,CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"THE SUCCESSION ACT, 1925 CONTENTS PART I Preliminary 1 Short title. 2 Definitions. 3Power of provincial government to exempt any race, sect or tribe in the province from operation of act. PART II Of Domicile. 4 Applicati…"
318,administrator4a83245a574af5239b38c27738ae88ac.pdf.txt,20514,0.2254,0,16,0,3386,0,0.2647,ORDINANCE;ACT;ORDER,"THE CARRIAGE OF GOODS BY SEA ACT, 1925 CONTENTS PREAMBLE. 1 Short title and extent. 2 Application of rules. 3Absolute warranty of sea worthiness not to be implied in contracts to which rules apply. 4 Statement as to appl…"
319,administrator4a91ab22a0683e379b8534d876e1ba7b.pdf.txt,28,0.0,0,0,0,0,0,0.0,,THIS LAW HAS BEEN REPEALED
320,administrator4b1a12b6fc4db3041fdad5f5fb0d7739.pdf.txt,2466,0.0981,0,0,0,6,3,0.2266,ORDINANCE;ACT,"Page 1 of 2 THE IMPORT OF GOODS (DEVELOPMENT SURCHARGE) ORDINANCE, 1984. CONTENTS 1. Short title, and commencement 2. Levy of surcharge 3. Customs Act, 1969 (IV of 1969), to apply Page 2 of 2 THE IMPORT OF GOODS (DEVELOP…"
321,administrator4b50fb9f2a0417cc9afd65b75e8c292e.pdf.txt,42914,0.7045,439,6,0,3613,0,0.9772,,"T H E W A S T E L A N D S ( C L A I M S ) A C T , 1 8 6 3 C O N T E N T S S E C T I O N S : 1 . P r o v i s i o n f o r e n q u i r y i n c l a i m s t o l a n d , o r o b j e c t i o n s t o s a l e o f s a m e . 2 . P …"
322,administrator4bc78113f2d88008d70db7fb756d68ad.pdf.txt,3820,0.11,0,0,0,13,8,0.2504,CONSTITUTION;ACT;ORDER,"Page 1 of 3 THE INTERNATIONAL COURT OF JUSTICE (REVIEW AND RE -CONSIDIRATION ), 2021 CONTENTS ___________ SECTIONS: 1. Short title and commencement. 2. High Court’s power to review and reconsider 3. Disposal of petitions…"
323,administrator4bdd8bbbbac998fddc0f485b698b55b7.pdf.txt,76528,0.1041,0,0,0,129,6,0.2243,CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 32 THE DRUG REGULATORY AUTHORITY OF PAKISTAN ACT, 2012 CONTENTS CHAPTER I PRELIMINARY 1. Short title, extent, and commencement . 2. Definitions. CHAPTER II AUTHORITY AND BOARD 3. Establishment of the Authority …"
324,administrator4c2a19956bf97c1840d56886347d5385.pdf.txt,11474,0.1236,0,22,0,63,0,0.2426,ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 5 THE WIRELESS TELEGRAPHY ACT, 1933 CONTENTS 1 Short title, extent and commencement. 2 Definitions. 3 Prohibition of possession of wireless telegraphy apparatus without license. 4 Power of Federal Government to…"
325,administrator4ce0d1f04e054af05c86c1569462a37d.pdf.txt,3212,0.0844,0,0,0,8,0,0.196,CRIMINAL PROCEDURE;ACT;ORDER,"Page 1 of 3 THE TRAINED PARAMEDICAL STAFF FACILITY ACT, 2023 CONTENTS 1. Short title, extent and commencement. 2. Definitions. 3. Provision of paramedical staff . 4. Punishment for non-compliance . 5. Cognizance of an of…"
326,administrator4d7a0661573fd454146be7c40ab684f4.pdf.txt,6066,0.1707,0,24,0,981,0,0.2419,CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"THE RESERVISTS (REINSTATEMENT IN CIVIL EMPLOYMENT) ORDINANCE,1965 CONTENTS 1. Short title, extent and commencement. 2. Definition. 3. Reinstatement of reservisits called up for army service, etc. 4. Jurisdiction of court…"
327,administrator4d89bd23fd7d2201bf1e4fb0dc7a29d8.pdf.txt,45594,0.2446,0,52,0,8304,0,0.2463,CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"THE SECURITY OF PAKISTAN ACT, 1952 CONTENTS 1. Short title, extent and commencement. 2. Definitions. 3. Restrictions on the movements of suspected persons and their detention. 3 A.Temporary release of persons detained. 3…"
328,administrator4e05bc32edb6557a94128c1d277d073a.pdf.txt,136939,0.1198,0,0,0,267,7,0.2444,PENAL CODE;CRIMINAL PROCEDURE;CIVIL PROCEDURE;CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 53 THE ISLAMABAD REAL ESTATE (REGULATION AND DEVELOPMENT) ACT, 2021 CONTENTS _______ SECTIONS : 1. Short title, extent and commencement. 2. Definitions. 3. Prior Registration of real estate project with Real Es…"
329,administrator4e3cd6490cf146c10611923f82b5a6cf.pdf.txt,9337,0.1018,0,0,0,13,0,0.236,ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 6 THE ISLAMIC DEVELOPMENT BANK ORDINANCE, 1978 {{{ CONTENTS 1. Short title, extent and commencement 2. Definitions 3. Financial provisions 4. State Bank to be depository of the Bank 5. Certain provisions of the…"
330,administrator4ef414a2433e9cd3ebe6b05800627920.pdf.txt,91890,0.1282,0,0,0,238,22,0.2584,PENAL CODE;CRIMINAL PROCEDURE;CIVIL PROCEDURE;ORDINANCE;ACT;ORDER;REGULATION,"THE FOREIGN EXCHANGE REGULATION ACT, 1947 CONTENTS SECTIONS: 1. Short title, extent and commencement. 2. Interpretation. 3. Authorised dealers in foreign exchange. 3A. Authorized money changers in foreign exchange. 3AA. …"
331,administrator5041ac28656c3fb28458b9dea67d7702.pdf.txt,19255,0.1126,0,0,0,28,61,0.2239,CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 10 THE PAKISTAN INSTITUTE OF ENGINEERING AND APPLIED SCIENCES ORDINANCE, 2000 CONTENTS 1. Short title and commencement 2. Definition 3. Establishment of the Institute 4. Powers of the Institute 5. Officers of t…"
332,administrator505fc47d24f5e178098661189afa67fb.pdf.txt,28,0.0,0,0,0,0,0,0.0,,THIS LAW HAS BEEN REPEALED
333,administrator506b117c7c217e2bfd3404597ab38005.pdf.txt,77689,0.2516,1,0,0,325,158,0.247,PENAL CODE;CIVIL PROCEDURE;CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"[As Amended Up-to-Date Till 2012] SECURITIES AND EXCH ANGE ORDINANCE, 1969 ORDINANCE NO. XVII OF 1969 (28th June, 1969) AN ORDINANCE To provide for the protection of investo rs, regulation of markets and dealings in secu…"
334,administrator518b8c2368a6cdeca153af7bcd25774a.pdf.txt,2595,0.1292,0,0,0,3,5,0.2982,CONSTITUTION;ACT;ORDER,"Page 1 of 2 THE MEMBERS OF PAR LIAMENT AND PROVINCIAL ASSEMBLIES (EXEMPTION OF ADV ISERS FROM DISQUALIFICATION) ACT, 1976 CONTENTS 1. Short title and comme ncement 2. Advisor to Governor not to be disqualified 3. Repeal …"
335,administrator51c7baaf4df7518b66b24a25efff3a72.pdf.txt,2311,0.0723,0,0,0,1,1,0.1681,CONSTITUTION;ORDINANCE;ACT;ORDER,"Page 1 of 2 THE CIVIL SERVANTS (VALIDATION OF RULES) ORDINANCE, 2001 CONTENTS 1. Short title and commencement 2. Validation of certain rules Page 2 of 2 THE CIVIL SERVANTS (VALIDATION OF RULES) ORDINANCE, 2001 ORDINANCE …"
336,administrator522b16a42c22b962dc086dc4fa150fea.pdf.txt,24219,0.145,0,36,0,180,2,0.2532,ORDINANCE;ACT;ORDER,"Page 1 of 10 THE LIGHT HOUSE ACT, 1927 CONTENTS PRELIMINARY 1. Short title, extent and commencement 2. Definitions 3. Appointment of officers 4. Advisory committees 5. Management of general lighthouses by the Federal Gov…"
337,administrator529ce01a9171028fc464bfed9f362aa5.pdf.txt,4486,0.0973,0,0,0,7,2,0.2251,CONSTITUTION;ORDINANCE;ACT,"Page 1 of 3 THE MEMBERS OF THE NATIONAL ASSEMBLY (EXEMPTION FROM PREVENTIVE DETENTION AND PERSONAL APPEARANCE) ORDINANCE, 1963 CONTENTS 1. Short title , extent and commencement 2. Definitions 3. The privilege etc . 4. Pr…"
338,administrator52d428dc1de9385c0d68100d38b772c4.pdf.txt,4806,0.0956,0,0,0,20,5,0.2178,ACT;ORDER,"Page 1 of 3 The Maternity and Paternity Leave Act, 2023 CONTENTS 1. Short title, application and commencement 2. Definitions 3. Right to maternity leave 4. Paternity leave 5. Offence and punishment 6. Act to override oth…"
339,administrator52eb023c564764ed4eee8c85ef10959e.pdf.txt,1828,0.1299,0,4,0,237,0,0.2685,ACT;ORDER,"THE SETTLEMENT COMMISSIONERS (V ALIDA TION OF ORDERS) ACT , 1972 CONTENTS SECTIONS: 1. Short title, extent and commencement. 2. V alidation. 3. Repeal. Page 1 of 3 THE SETTLEMENT COMMISSIONERS (V ALIDA TION OF ORDERS) AC…"
340,administrator53b33d7c0ff80d13e0b8f5e4bd578970.pdf.txt,271430,0.184,0,0,0,623,157,0.265,PENAL CODE;CRIMINAL PROCEDURE;CIVIL PROCEDURE;CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"Page 1 of 94 THE BANKING COMPANIES ORDINANCE, 1962 CONTENTS PART I PRELIMINARY 1. Short title, extent and commencement . 2. Application of other laws not barred . 3. Limited application of Ordinance to Coorperative Banks…"
341,administrator5402adeffbce33506d27ce1ec6e92908.pdf.txt,1358,0.116,0,0,0,212,0,0.2458,ACT,"THE PRIVY PURSES (CHARGED EXPENDITURE) ACT, 1968 CONTENTS 1 Short title. 2 Expenditure on privy purse to be charged expenditure. Page 1 of 3 THE PRIVY PURSES (CHARGED EXPENDITURE) ACT, 1968. 1ACT No. IX OF 1968 [7th June…"
342,administrator541ac7b5386661cda4fd36dfd635474d.pdf.txt,1969,0.121,0,2,0,11,2,0.2763,CONSTITUTION;ACT,"Page 1 of 2 THE CIVIL SERVICES (QUALIFICATION FOR APPOINTMENT AS HIGH COURT JUDGE) ACT, 1965 CONTENTS 1. Short title and commencement 2. Certain Groups of APUG to be civil service for purposes of Article 193 (2) (b) of t…"
343,administrator545b215767b98a0f4dd989395762d4aa.pdf.txt,40366,0.2246,0,20,0,5470,0,0.2558,CONSTITUTION;ORDINANCE;ACT;ORDER;REGULATION,"THE SMALL AND MEDIUM EXTERPRISES DEVELOPMENT AUTHORITYORDINANCE, 2002 CONTENTS CHAPTER I PRELIMINAR Y 1 Short title, extent and commencement 2 Definitions CHAPTER II THE AUTHORITY 3 Establishment of the Authority 4 Power…"
344,administrator546f97580c4012deb22e096dd05242b4.pdf.txt,18895,0.1165,0,0,0,45,26,0.2515,CONSTITUTION;ACT;ORDER;REGULATION,"Page 1 of 9 THE ORGANIZATION OF THE ISLAMIC CON FERENCE (IMMUNITIES AND PRIVIL EGES) ACT, 1977 CONTENTS 1. Short title, extent and commencement 2. Provisio ns of the Agreement 3. Certificate of the Federal Government 4. …"
345,administrator55302d9b95f9abe788073e27083476e2.pdf.txt,3258,0.6147,35,4,0,234,0,0.9284,,"T H E R E M O V A L F R O M S E R V I C E ( S P E C I A L P O W E R S ) ( R E P E A L ) A C T , 2 0 1 0 C O N T E N T S S E C T I O N S : 1 . S h o r t t i t l e , e x t e n t a n d c o m m e n c e m e n t . 2 . R e p e …"
346,administrator5533a440e4ce6839220c9d1092c1349e.pdf.txt,266502,0.85,2027,356,0,23805,0,0.9684,CONSTITUTION;ORDINANCE;ACT;ORDER,"THE INSOLVANCY (KARACHI DIVISION) ACT,1909 CONTENTS S E C T I O N S : PRELIMINARY 1 S h o r t t i t l e a n d c o m m e n c e m e n t . 2 D e f i n i t i o n s . PART I CONSTITUTION AND POWERS OF COURT J u r i s d i c t …"
347,administrator557e8cd273c8f3d495ac64336718409f.pdf.txt,14056,0.6851,138,26,0,1311,0,0.9342,ACT,"T H E M E T A L T O K E N S A C T , 1 8 8 9 C O N T E N T S S E C T I O N S : 1 . T i t l e a n d e x t e n t . 2 . D e f i n i t i o n . 3 . P r o h i b i t i o n o f m a k i n g b y p r i v a t e p e r s o n s o f p i …"
348,administrator5593c07862dd930362c1c1fd43fb3b2b.pdf.txt,28,0.0,0,0,0,0,0,0.0,,THIS LAW HAS BEEN REPEALED
349,administrator561273680f95a0a19cf38cacc5ee4ea9.pdf.txt,9329,0.1859,0,2,0,1479,0,0.2578,ORDINANCE;ACT;ORDER,"THE COMMERCIAL DOCUMENTS EVIDENCE ACT, 1939 CONTENTS 1 Short title and extent. 2Statements of relevant facts in scheduled documents to be themselves relevant facts. 3 Presumption as to genuineness of documents. 4 Definit…"
350,administrator563875ec0d9827cceb66f2b446d9de84.pdf.txt,8053,0.102,0,0,0,8,0,0.2372,CRIMINAL PROCEDURE;CONSTITUTION;ORDINANCE;ACT;ORDER,"Page 1 of 4 THE SURVEY FOR DOCUMENTATION OF N ATIONAL ECONOMY ORDINANCE, 2000 CONTENTS 1. Short title, extent and commencement 2. Role and constitution of survey teams 3. Filling of questionnaires 4. Penalty , etc. 5. Co…"
